Date,Category,Description,Amount,Type
2024-04-11,Insurance,Bought items,2921,Expense
2024-04-11,Transport,Maintenance,2830,Income
2024-04-11,Transport,Bought items,1285,Expense
2024-04-11,Groceries,Bought items,3779,Income
2024-04-11,Education,Doctor visit,4463,Expense
2024-04-11,Utilities,Maintenance,2680,Expense
2024-04-11,Groceries,Maintenance,2734,Expense
2024-04-11,Healthcare,Monthly bill,192,Expense
2024-04-11,Groceries,Insurance premium,1191,Expense
2024-04-11,Groceries,Movie,4680,Expense
2024-04-11,Insurance,Maintenance,4032,Expense
2024-04-11,Groceries,New clothes,4370,Expense
2024-04-11,Entertainment,Online course,1747,Expense
2024-04-11,Entertainment,Insurance premium,1917,Expense
2024-04-11,Education,Bus fare,3658,Expense
2024-04-11,Healthcare,Online course,4592,Income
2024-04-12,Rent,Movie,1288,Expense
2024-04-12,Entertainment,Snacks,3774,Expense
2024-04-12,Education,Insurance premium,2997,Expense
2024-04-12,Utilities,Movie,178,Expense
2024-04-12,Healthcare,Monthly bill,1805,Expense
2024-04-12,Transport,Movie,3519,Expense
2024-04-12,Miscellaneous,Snacks,1928,Expense
2024-04-12,Healthcare,Snacks,3223,Expense
2024-04-12,Groceries,Online course,3621,Expense
2024-04-12,Groceries,Movie,4385,Expense
2024-04-12,Transport,Maintenance,2201,Expense
2024-04-12,Transport,Snacks,880,Expense
2024-04-12,Education,Bus fare,4496,Expense
2024-04-12,Entertainment,New clothes,4646,Expense
2024-04-12,Insurance,Maintenance,1791,Expense
2024-04-12,Miscellaneous,New clothes,425,Expense
2024-04-12,Rent,Doctor visit,679,Expense
2024-04-12,Rent,Bought items,2997,Expense
2024-04-12,Shopping,New clothes,4573,Expense
2024-04-12,Education,Bus fare,2452,Expense
2024-04-12,Education,Monthly bill,4083,Expense
2024-04-12,Groceries,Insurance premium,3978,Income
2024-04-12,Transport,Bought items,4397,Expense
2024-04-12,Transport,Snacks,4818,Expense
2024-04-12,Shopping,Maintenance,2043,Expense
2024-04-12,Miscellaneous,Online course,3720,Expense
2024-04-12,Healthcare,Maintenance,2281,Income
2024-04-12,Miscellaneous,Doctor visit,4404,Expense
2024-04-12,Shopping,Bus fare,1170,Expense
2024-04-12,Utilities,Insurance premium,375,Income
2024-04-12,Entertainment,Snacks,2589,Expense
2024-04-12,Entertainment,Monthly bill,775,Income
2024-04-12,Healthcare,Bought items,1078,Expense
2024-04-12,Rent,Monthly bill,2144,Expense
2024-04-12,Insurance,Snacks,640,Expense
2024-04-12,Insurance,Online course,3259,Expense
2024-04-12,Utilities,Monthly bill,2556,Expense
2024-04-12,Insurance,New clothes,1087,Expense
2024-04-12,Healthcare,Monthly bill,4869,Expense
2024-04-12,Rent,Bus fare,2040,Expense
2024-04-12,Miscellaneous,New clothes,1671,Expense
2024-04-12,Shopping,Insurance premium,1555,Expense
2024-04-12,Miscellaneous,Snacks,3941,Income
2024-04-12,Entertainment,Movie,3595,Expense
2024-04-13,Healthcare,Insurance premium,4903,Expense
2024-04-13,Utilities,Monthly bill,3954,Expense
2024-04-13,Transport,Doctor visit,1237,Expense
2024-04-13,Miscellaneous,Monthly bill,3925,Expense
2024-04-13,Insurance,New clothes,712,Income
2024-04-13,Transport,Bought items,3354,Income
2024-04-13,Entertainment,Monthly bill,2762,Expense
2024-04-13,Insurance,Maintenance,3467,Expense
2024-04-13,Miscellaneous,Snacks,2124,Income
2024-04-13,Miscellaneous,Snacks,2306,Expense
2024-04-13,Entertainment,Bought items,4121,Expense
2024-04-13,Miscellaneous,Maintenance,1959,Expense
2024-04-13,Entertainment,New clothes,412,Expense
2024-04-13,Healthcare,Snacks,2467,Expense
2024-04-13,Miscellaneous,Doctor visit,739,Expense
2024-04-13,Healthcare,Insurance premium,1264,Expense
2024-04-13,Shopping,Doctor visit,2379,Expense
2024-04-13,Education,Online course,2863,Expense
2024-04-13,Miscellaneous,Bus fare,4629,Expense
2024-04-13,Miscellaneous,Doctor visit,2606,Income
2024-04-13,Insurance,Movie,3075,Expense
2024-04-13,Groceries,Doctor visit,2424,Expense
2024-04-13,Groceries,Snacks,1965,Income
2024-04-13,Rent,Snacks,2209,Expense
2024-04-13,Utilities,Bought items,4004,Expense
2024-04-13,Transport,Bus fare,4441,Expense
2024-04-13,Healthcare,Monthly bill,2674,Expense
2024-04-13,Entertainment,Snacks,3424,Expense
2024-04-13,Utilities,Movie,669,Expense
2024-04-13,Transport,Insurance premium,3477,Expense
2024-04-13,Healthcare,Movie,3935,Expense
2024-04-13,Shopping,Doctor visit,2604,Expense
2024-04-13,Utilities,Doctor visit,2628,Expense
2024-04-13,Groceries,Movie,2664,Expense
2024-04-13,Miscellaneous,Bus fare,378,Expense
2024-04-13,Shopping,Bought items,4582,Expense
2024-04-13,Education,Online course,4990,Expense
2024-04-13,Groceries,Monthly bill,1920,Expense
2024-04-13,Rent,Movie,2292,Expense
2024-04-13,Groceries,Bus fare,4448,Expense
2024-04-13,Shopping,Monthly bill,2898,Expense
2024-04-13,Rent,New clothes,2552,Income
2024-04-13,Transport,Bus fare,3610,Expense
2024-04-13,Shopping,Monthly bill,1547,Expense
2024-04-13,Shopping,New clothes,3565,Income
2024-04-13,Utilities,Maintenance,746,Expense
2024-04-13,Healthcare,Doctor visit,4096,Expense
2024-04-13,Insurance,Doctor visit,2024,Expense
2024-04-13,Healthcare,Maintenance,1972,Expense
2024-04-13,Entertainment,Movie,233,Expense
2024-04-13,Healthcare,Doctor visit,3347,Expense
2024-04-13,Utilities,New clothes,297,Expense
2024-04-13,Entertainment,New clothes,3835,Expense
2024-04-13,Insurance,Bought items,1551,Expense
2024-04-13,Utilities,Monthly bill,883,Expense
2024-04-13,Miscellaneous,New clothes,3891,Expense
2024-04-14,Shopping,Movie,492,Expense
2024-04-14,Rent,Monthly bill,4286,Expense
2024-04-14,Healthcare,New clothes,1961,Expense
2024-04-14,Miscellaneous,Monthly bill,3669,Expense
2024-04-14,Groceries,Bought items,1509,Expense
2024-04-14,Groceries,Bus fare,2381,Expense
2024-04-14,Groceries,Online course,1777,Expense
2024-04-14,Miscellaneous,Online course,453,Expense
2024-04-14,Education,Insurance premium,4275,Expense
2024-04-14,Healthcare,Snacks,3457,Expense
2024-04-14,Miscellaneous,Movie,4769,Expense
2024-04-14,Education,New clothes,4622,Expense
2024-04-14,Utilities,Maintenance,1995,Expense
2024-04-14,Insurance,Movie,4046,Expense
2024-04-14,Healthcare,Insurance premium,799,Income
2024-04-14,Healthcare,Online course,417,Income
2024-04-14,Utilities,New clothes,2270,Expense
2024-04-14,Insurance,Snacks,2907,Expense
2024-04-14,Rent,Doctor visit,3732,Expense
2024-04-14,Miscellaneous,Insurance premium,1077,Expense
2024-04-14,Insurance,New clothes,1549,Expense
2024-04-14,Rent,New clothes,2808,Income
2024-04-14,Transport,Snacks,148,Expense
2024-04-14,Healthcare,Insurance premium,2908,Expense
2024-04-14,Insurance,Bought items,2782,Expense
2024-04-14,Healthcare,Bus fare,1546,Expense
2024-04-14,Utilities,Bus fare,2182,Expense
2024-04-14,Insurance,Bus fare,1852,Income
2024-04-14,Transport,New clothes,3137,Expense
2024-04-14,Transport,Movie,2904,Expense
2024-04-14,Utilities,Maintenance,2608,Expense
2024-04-14,Transport,Online course,2756,Expense
2024-04-14,Healthcare,Bus fare,2229,Expense
2024-04-14,Miscellaneous,Doctor visit,3279,Expense
2024-04-14,Shopping,Movie,965,Expense
2024-04-14,Insurance,Bus fare,4658,Expense
2024-04-14,Groceries,Insurance premium,2119,Expense
2024-04-15,Entertainment,Online course,4231,Income
2024-04-15,Groceries,Online course,4503,Income
2024-04-15,Entertainment,Bus fare,1025,Expense
2024-04-15,Healthcare,Monthly bill,4076,Expense
2024-04-15,Miscellaneous,Snacks,1757,Expense
2024-04-15,Shopping,Insurance premium,1754,Expense
2024-04-15,Miscellaneous,Snacks,1063,Expense
2024-04-15,Utilities,Maintenance,4574,Expense
2024-04-15,Healthcare,Snacks,4559,Expense
2024-04-15,Education,New clothes,4751,Expense
2024-04-15,Groceries,Bus fare,2753,Expense
2024-04-15,Utilities,Online course,1573,Expense
2024-04-15,Rent,New clothes,1193,Income
2024-04-15,Entertainment,Bus fare,4334,Income
2024-04-15,Entertainment,Maintenance,627,Expense
2024-04-15,Insurance,Snacks,2295,Expense
2024-04-15,Miscellaneous,Snacks,3921,Expense
2024-04-15,Education,Maintenance,3275,Expense
2024-04-15,Utilities,Monthly bill,4355,Income
2024-04-15,Entertainment,Movie,3954,Expense
2024-04-15,Healthcare,Movie,1453,Expense
2024-04-15,Rent,Maintenance,2296,Expense
2024-04-15,Education,Doctor visit,3404,Expense
2024-04-15,Rent,Bought items,4797,Expense
2024-04-15,Rent,Movie,4933,Expense
2024-04-15,Transport,Maintenance,3539,Expense
2024-04-15,Education,New clothes,1781,Expense
2024-04-15,Education,New clothes,1554,Expense
2024-04-15,Rent,Doctor visit,4807,Expense
2024-04-15,Entertainment,Monthly bill,1823,Expense
2024-04-15,Education,Bus fare,1401,Expense
2024-04-15,Entertainment,Movie,2382,Expense
2024-04-15,Rent,Bought items,1947,Expense
2024-04-15,Rent,Bought items,2710,Expense
2024-04-15,Healthcare,Bought items,4500,Expense
2024-04-15,Healthcare,Online course,660,Expense
2024-04-15,Shopping,Online course,3698,Expense
2024-04-15,Miscellaneous,Bus fare,167,Expense
2024-04-15,Entertainment,Movie,4921,Expense
2024-04-15,Transport,Bought items,810,Expense
2024-04-15,Insurance,Doctor visit,2365,Expense
2024-04-15,Transport,Insurance premium,657,Expense
2024-04-16,Transport,Online course,4374,Expense
2024-04-16,Entertainment,Online course,1350,Expense
2024-04-16,Miscellaneous,Bought items,2866,Expense
2024-04-16,Transport,Maintenance,4744,Expense
2024-04-16,Utilities,Bus fare,4659,Expense
2024-04-16,Transport,Insurance premium,2578,Expense
2024-04-16,Insurance,Online course,3312,Expense
2024-04-16,Transport,Online course,3283,Expense
2024-04-16,Rent,Maintenance,1580,Expense
2024-04-16,Education,New clothes,1849,Income
2024-04-16,Miscellaneous,Bought items,3590,Expense
2024-04-16,Groceries,Insurance premium,4206,Expense
2024-04-16,Utilities,Bought items,875,Expense
2024-04-16,Miscellaneous,Monthly bill,2800,Expense
2024-04-16,Education,Maintenance,389,Income
2024-04-16,Healthcare,New clothes,4811,Income
2024-04-16,Miscellaneous,Bought items,739,Expense
2024-04-16,Utilities,Bought items,411,Income
2024-04-16,Education,Bought items,2487,Expense
2024-04-16,Miscellaneous,Movie,2734,Expense
2024-04-16,Shopping,Doctor visit,4591,Expense
2024-04-16,Rent,Bought items,543,Expense
2024-04-16,Insurance,Bought items,2629,Expense
2024-04-16,Healthcare,Movie,1321,Expense
2024-04-16,Healthcare,Bus fare,1600,Expense
2024-04-16,Miscellaneous,Movie,1011,Expense
2024-04-16,Utilities,Snacks,3607,Expense
2024-04-16,Utilities,Monthly bill,3348,Expense
2024-04-16,Shopping,Insurance premium,1348,Expense
2024-04-16,Miscellaneous,Online course,3787,Expense
2024-04-16,Groceries,Doctor visit,4976,Expense
2024-04-16,Miscellaneous,Bought items,4281,Expense
2024-04-16,Healthcare,Movie,1978,Expense
2024-04-16,Transport,New clothes,2014,Income
2024-04-16,Shopping,Insurance premium,4737,Expense
2024-04-16,Miscellaneous,Online course,3792,Expense
2024-04-16,Miscellaneous,Movie,3531,Expense
2024-04-16,Shopping,Movie,467,Expense
2024-04-16,Rent,New clothes,4025,Expense
2024-04-16,Shopping,Online course,4195,Expense
2024-04-16,Insurance,Bought items,1002,Expense
2024-04-16,Rent,Bought items,1995,Expense
2024-04-17,Shopping,Bought items,1356,Expense
2024-04-17,Transport,Movie,4004,Expense
2024-04-17,Rent,Maintenance,1793,Expense
2024-04-17,Insurance,New clothes,4651,Expense
2024-04-17,Insurance,Bought items,3544,Expense
2024-04-17,Rent,Movie,2340,Expense
2024-04-17,Entertainment,New clothes,3366,Expense
2024-04-17,Entertainment,Doctor visit,3696,Expense
2024-04-17,Rent,Maintenance,1629,Expense
2024-04-17,Entertainment,Monthly bill,506,Expense
2024-04-17,Rent,Bus fare,780,Income
2024-04-17,Entertainment,Snacks,3223,Income
2024-04-17,Groceries,New clothes,438,Income
2024-04-17,Insurance,Doctor visit,3923,Expense
2024-04-17,Insurance,New clothes,1785,Expense
2024-04-17,Healthcare,New clothes,3645,Expense
2024-04-17,Shopping,Movie,1435,Income
2024-04-17,Entertainment,Doctor visit,4594,Expense
2024-04-17,Shopping,Doctor visit,2106,Expense
2024-04-17,Healthcare,Snacks,1056,Income
2024-04-17,Insurance,Maintenance,3099,Expense
2024-04-17,Miscellaneous,Snacks,4231,Expense
2024-04-17,Insurance,Snacks,1741,Expense
2024-04-17,Education,Doctor visit,882,Expense
2024-04-17,Transport,Bought items,275,Expense
2024-04-17,Entertainment,Online course,2107,Expense
2024-04-17,Transport,Bus fare,4691,Expense
2024-04-17,Transport,Online course,341,Expense
2024-04-17,Healthcare,Bus fare,1481,Expense
2024-04-17,Education,Doctor visit,1600,Expense
2024-04-17,Education,Bus fare,809,Expense
2024-04-17,Healthcare,Bought items,2910,Expense
2024-04-17,Entertainment,Online course,3554,Expense
2024-04-17,Entertainment,New clothes,3728,Expense
2024-04-17,Education,Insurance premium,3809,Expense
2024-04-17,Entertainment,Insurance premium,1609,Income
2024-04-17,Healthcare,Maintenance,519,Expense
2024-04-17,Utilities,Monthly bill,442,Expense
2024-04-17,Rent,Bought items,4534,Expense
2024-04-17,Rent,Online course,861,Expense
2024-04-17,Rent,Online course,1772,Expense
2024-04-17,Utilities,Online course,1855,Expense
2024-04-17,Entertainment,Doctor visit,4218,Expense
2024-04-17,Utilities,Doctor visit,2193,Income
2024-04-17,Entertainment,Maintenance,2020,Expense
2024-04-17,Insurance,Insurance premium,748,Expense
2024-04-17,Groceries,New clothes,1870,Expense
2024-04-17,Healthcare,Snacks,1075,Income
2024-04-17,Healthcare,Bought items,1770,Expense
2024-04-17,Shopping,Insurance premium,1462,Expense
2024-04-17,Rent,Maintenance,1143,Expense
2024-04-17,Rent,Doctor visit,4085,Expense
2024-04-17,Rent,Monthly bill,1432,Expense
2024-04-17,Transport,Bus fare,4657,Expense
2024-04-17,Entertainment,Bought items,1416,Expense
2024-04-17,Groceries,Online course,4468,Expense
2024-04-18,Groceries,Monthly bill,4925,Income
2024-04-18,Insurance,Online course,2847,Income
2024-04-18,Transport,Insurance premium,1444,Expense
2024-04-18,Rent,New clothes,612,Expense
2024-04-18,Insurance,New clothes,595,Expense
2024-04-18,Utilities,Insurance premium,914,Income
2024-04-18,Miscellaneous,New clothes,1087,Income
2024-04-18,Entertainment,Maintenance,155,Income
2024-04-18,Miscellaneous,Online course,3759,Expense
2024-04-18,Entertainment,Maintenance,447,Expense
2024-04-18,Transport,Online course,181,Expense
2024-04-18,Education,Insurance premium,847,Income
2024-04-18,Miscellaneous,Movie,1641,Expense
2024-04-18,Entertainment,Snacks,1505,Income
2024-04-18,Healthcare,Movie,3643,Expense
2024-04-18,Transport,Insurance premium,1110,Expense
2024-04-18,Entertainment,Bus fare,4591,Expense
2024-04-18,Miscellaneous,Doctor visit,2205,Expense
2024-04-18,Groceries,Doctor visit,3270,Expense
2024-04-18,Education,Bought items,4943,Expense
2024-04-18,Shopping,Movie,1126,Expense
2024-04-18,Utilities,Movie,2833,Expense
2024-04-18,Shopping,Bus fare,2279,Income
2024-04-18,Shopping,Monthly bill,2944,Income
2024-04-18,Utilities,Insurance premium,4815,Expense
2024-04-18,Shopping,Bus fare,1188,Expense
2024-04-18,Shopping,New clothes,3933,Expense
2024-04-18,Shopping,Bought items,2675,Expense
2024-04-18,Utilities,Bus fare,1068,Expense
2024-04-18,Rent,Online course,1103,Income
2024-04-18,Education,Bought items,1284,Expense
2024-04-18,Insurance,Maintenance,1889,Income
2024-04-18,Transport,Online course,2924,Expense
2024-04-18,Utilities,Maintenance,3078,Income
2024-04-18,Insurance,Bus fare,1775,Expense
2024-04-19,Education,Monthly bill,1075,Expense
2024-04-19,Utilities,Online course,662,Expense
2024-04-19,Healthcare,New clothes,3302,Expense
2024-04-19,Miscellaneous,Maintenance,299,Expense
2024-04-19,Education,Bought items,3929,Expense
2024-04-19,Insurance,Doctor visit,3063,Expense
2024-04-19,Rent,Bus fare,1265,Expense
2024-04-19,Insurance,Online course,2499,Expense
2024-04-19,Transport,New clothes,1210,Expense
2024-04-19,Shopping,Insurance premium,4900,Expense
2024-04-19,Entertainment,Online course,2971,Expense
2024-04-19,Transport,Bus fare,4821,Expense
2024-04-19,Transport,Bus fare,4759,Expense
2024-04-19,Groceries,Movie,2720,Expense
2024-04-19,Rent,Monthly bill,305,Expense
2024-04-19,Insurance,Doctor visit,4593,Expense
2024-04-19,Utilities,Bus fare,4629,Expense
2024-04-19,Healthcare,Bought items,2704,Expense
2024-04-19,Healthcare,Monthly bill,3093,Expense
2024-04-19,Rent,Doctor visit,1857,Expense
2024-04-19,Utilities,Snacks,4566,Expense
2024-04-19,Groceries,Movie,541,Income
2024-04-19,Utilities,Doctor visit,915,Expense
2024-04-19,Insurance,Monthly bill,504,Expense
2024-04-19,Entertainment,Bus fare,4026,Expense
2024-04-19,Shopping,Doctor visit,2832,Expense
2024-04-19,Shopping,Maintenance,1653,Expense
2024-04-19,Entertainment,Bus fare,2641,Income
2024-04-19,Healthcare,Bus fare,1669,Expense
2024-04-19,Education,Bought items,406,Income
2024-04-19,Entertainment,Insurance premium,4150,Expense
2024-04-19,Utilities,Maintenance,4363,Expense
2024-04-19,Healthcare,Snacks,1736,Expense
2024-04-19,Entertainment,Doctor visit,1234,Expense
2024-04-19,Education,Maintenance,295,Income
2024-04-19,Education,Insurance premium,1967,Income
2024-04-19,Education,Monthly bill,4006,Expense
2024-04-19,Shopping,Snacks,3431,Expense
2024-04-19,Insurance,Movie,1536,Expense
2024-04-19,Utilities,Movie,4799,Expense
2024-04-19,Utilities,Online course,4060,Income
2024-04-19,Transport,Movie,2739,Expense
2024-04-19,Rent,Monthly bill,202,Expense
2024-04-19,Miscellaneous,Bought items,4605,Expense
2024-04-19,Utilities,Snacks,1953,Expense
2024-04-19,Shopping,Online course,3765,Expense
2024-04-19,Entertainment,Maintenance,463,Expense
2024-04-19,Groceries,Bought items,4821,Expense
2024-04-19,Groceries,Online course,3105,Expense
2024-04-19,Education,Online course,157,Expense
2024-04-20,Groceries,Insurance premium,3606,Expense
2024-04-20,Miscellaneous,Bought items,355,Expense
2024-04-20,Utilities,Insurance premium,4800,Expense
2024-04-20,Miscellaneous,Movie,1772,Expense
2024-04-20,Transport,New clothes,3649,Expense
2024-04-20,Transport,Monthly bill,2469,Expense
2024-04-20,Rent,Monthly bill,4926,Expense
2024-04-20,Healthcare,Snacks,1043,Expense
2024-04-20,Shopping,Online course,3157,Income
2024-04-20,Insurance,Doctor visit,4990,Expense
2024-04-20,Transport,Snacks,3433,Expense
2024-04-20,Education,New clothes,1509,Expense
2024-04-20,Entertainment,Snacks,3687,Expense
2024-04-20,Miscellaneous,Doctor visit,301,Income
2024-04-20,Rent,Online course,2316,Expense
2024-04-20,Rent,Monthly bill,472,Expense
2024-04-20,Shopping,Bought items,1287,Income
2024-04-20,Transport,Bought items,2875,Expense
2024-04-20,Rent,Bought items,1243,Expense
2024-04-20,Miscellaneous,Doctor visit,2534,Expense
2024-04-20,Insurance,Bus fare,683,Expense
2024-04-20,Insurance,Snacks,3693,Income
2024-04-20,Rent,Bus fare,4429,Expense
2024-04-20,Entertainment,Bus fare,1795,Expense
2024-04-20,Insurance,Movie,1682,Expense
2024-04-20,Education,Online course,1709,Expense
2024-04-20,Insurance,Bus fare,112,Income
2024-04-20,Miscellaneous,Doctor visit,3047,Expense
2024-04-20,Entertainment,Monthly bill,3614,Expense
2024-04-20,Healthcare,Insurance premium,1734,Expense
2024-04-20,Groceries,Bought items,1578,Expense
2024-04-20,Utilities,Doctor visit,242,Expense
2024-04-20,Shopping,Insurance premium,2850,Expense
2024-04-20,Healthcare,Doctor visit,2501,Expense
